Código Candidato,Data de nascimento,Série,Unidade,Data de Inscrição,Data da matrícula,Tipo,Bolsa (%),Real Anuidade
CL0786,16/8/2017,2º ano,Lagoa Santa,18/08/2024 22:46:00,28/10/2024,Rematrícula,"40,00%",15.393
CL0795,,9º ano,,18/08/2024 22:47:00,,Rematrícula,,
CL0796,10/10/2011,8º ano,Conceição do Mato Dentro,18/08/2024 22:47:00,30/11/2024,Rematrícula,"44,50%",11.341
CL0798,25/08/2007,3ª série,Ouro Preto,18/08/2024 22:44:00,09/12/2024,Rematrícula,"15,00%",35.582
CL0799,,8º ano,,18/08/2024 22:45:00,,Rematrícula,,
CL0801,04/10/2017,2º ano,Castelo,18/08/2024 22:45:00,23/09/2024,Rematrícula,"100,00%",0.0
CL0803,,1ª série,,18/08/2024 22:44:00,,Rematrícula,,
CL0804,03/11/2008,2ª série,Jardim Canadá,18/08/2024 22:46:00,04/09/2024,Rematrícula,"52,00%",19.476
CL0807,03/06/2020,Infantil 4 bilíngue,Carajás,18/8/2024 22:46:00,18/12/2024,Rematrícula,"100,00%",16.976
CL0829,16/08/2010,9º ano,Carajás,18/08/2024 22:44:00,03/12/2024,Rematrícula,"100,00%",23.427
CL0830,25/03/2011,9º ano,Santa Amélia,18/08/2024 22:46:00,16/12/2024,Rematrícula,"43,00%",17.979
CL0838,6/1/2014,6º ano,Santa Amélia,18/08/2024 22:46:00,10/09/2024,Rematrícula,"56,00%",13.824
CL0839,11/3/2021,Infantil 4,Castelo,18/08/2024 22:46:00,09/10/2024,Rematrícula,"55,00%",10.895
CL0844,06/09/2018,1º ano,Alípio de Melo,18/08/2024 22:46:00,04/10/2024,Rematrícula,"51,50%",12.299
CL0846,16/12/2011,8º ano,Lagoa Santa,18/8/2024 22:44:00,18/11/2024,Rematrícula,"46,00%",16.194
CL0849,,1ª série,,18/8/2024 22:45:00,,Rematrícula,,
CL0850,,2º ano bilíngue,,18/08/2024 22:45:00,,Rematrícula,,
CL0851,,5º ano,,18/8/2024 22:46:00,,Rematrícula,,
CL0858,,9º ano,,18/08/2024 22:46:00,,Rematrícula,,
CL0859,,2º ano bilíngue,,18/8/2024 22:46:00,,Rematrícula,,
CL0860,09/07/2009,1ª série,Ouro Preto Integral,18/08/2024 22:44:00,14/10/2024,Rematrícula,"49,50%",20.86
CL0862,,6º ano,,18/08/2024 22:45:00,,Rematrícula,,
CL0863,21/08/2015,4º ano,Castelo,18/8/2024 22:44:00,11/09/2024,Rematrícula,"43,00%",14.174
CL0866,01/09/2009,1ª série,Carajás,18/08/2024 22:44:00,10/01/2025,Rematrícula,"100,00%",24.615
CL0869,30/08/2010,9º ano,Carajás,18/08/2024 22:44:00,04/12/2024,Rematrícula,"100,00%",23.427
CL0874,22/8/2011,8º ano,Ouro Preto,18/08/2024 22:47:00,23/10/2024,Rematrícula,"47,00%",18.723
CL0883,,1ª série,,18/08/2024 22:45:00,,Rematrícula,,
CL0886,,8º ano,,18/08/2024 22:46:00,,Rematrícula,,
CL0888,29/10/2016,3º ano bilíngue,Mais Belvedere,18/08/2024 22:45:00,29/11/2024,Rematrícula,"55,00%",24.758
CL0891,11/10/2007,3ª série,Alípio de Melo,18/08/2024 22:47:00,22/08/2024,Rematrícula,"50,00%",19.041
CL0895,05/12/2015,4º ano bilíngue,Mais Pampulha,18/08/2024 22:45:00,19/09/2024,Rematrícula,"54,80%",24.858
CL0896,17/08/2010,9º ano,Mais Cidade Nova,18/08/2024 22:45:00,18/09/2024,Rematrícula,"51,30%",21.903
CL0898,21/03/2008,3ª série,Ouro Preto,18/08/2024 22:44:00,17/10/2024,Rematrícula,"30,00%",29.91
CL0900,20/6/2012,8º ano,Alípio de Melo,18/08/2024 22:47:00,16/12/2024,Rematrícula,"42,00%",17.374
CL0901,04/06/2017,2º ano,Ouro Preto,18/08/2024 22:44:00,23/12/2024,Rematrícula,"100,00%",2.334
CL0903,18/09/2012,7º ano,Jaraguá,18/08/2024 22:44:00,06/09/2024,Rematrícula,"17,50%",23.828
CL0904,21/05/2008,3ª série,Carajás,18/08/2024 22:44:00,19/12/2024,Rematrícula,"100,00%",24.615
CL0907,30/12/2007,3ª série,Ouro Preto,18/08/2024 22:46:00,20/09/2024,Rematrícula,"50,00%",22.346
CL0908,26/12/2006,3ª série,Alípio de Melo,18/08/2024 22:47:00,16/10/2024,Rematrícula,"25,00%",27.096
CL0909,22/01/2016,4º ano,Lagoa Santa,18/08/2024 22:45:00,20/09/2024,Rematrícula,"50,00%",13.165
CL0910,12/8/2010,9º ano,Carajás,18/8/2024 22:44:00,04/12/2024,Rematrícula,"100,00%",23.427
CL0911,7/5/2009,2ª série,Ouro Preto,18/08/2024 22:46:00,20/12/2024,Rematrícula,"39,00%",23.423
CL0914,,9º ano,,18/08/2024 22:47:00,,Rematrícula,,
CL0918,16/07/2016,3º ano,Ouro Preto,18/08/2024 22:45:00,26/09/2024,Rematrícula,"27,00%",21.079
CL0923,15/8/2017,2º ano,Jardim Canadá,18/08/2024 22:46:00,20/09/2024,Rematrícula,"40,00%",17.56
CL0929,11/06/2015,5º ano,Lagoa Santa,18/08/2024 22:46:00,29/08/2024,Rematrícula,"55,00%",12.051
CL0930,25/11/2015,4º ano bilíngue,Carajás,18/08/2024 22:45:00,29/11/2024,Rematrícula,"100,00%",22.238
CL0934,17/8/2011,8º ano,Carajás,18/08/2024 22:46:00,11/12/2024,Rematrícula,"100,00%",23.427
CL0939,31/10/2009,1ª série,Conceição do Mato Dentro,18/8/2024 22:46:00,29/11/2024,Rematrícula,"100,00%",14.659
CL0946,17/03/2019,1º ano bilíngue,Mais Cidade Nova,18/8/2024 22:45:00,12/09/2024,Rematrícula,"45,00%",30.523
CL0947,23/10/2015,4º ano,Lagoa Santa,18/08/2024 22:44:00,13/12/2024,Rematrícula,"50,50%",13.054
CL0948,31/7/2010,9º ano,Carajás,18/08/2024 22:44:00,20/12/2024,Rematrícula,"100,00%",23.427
CL0950,26/02/2017,3º ano bilíngue,Carajás,18/08/2024 22:46:00,09/12/2024,Rematrícula,"100,00%",32.408
CL0957,10/12/2007,3ª série,Gutierrez,18/08/2024 22:45:00,08/10/2024,Rematrícula,"34,00%",30.367
CL0958,,9º ano,,18/08/2024 22:46:00,,Rematrícula,,
CL0959,29/05/2015,4º ano bilíngue,Carajás,18/8/2024 22:46:00,28/11/2024,Rematrícula,"100,00%",32.408
CL0960,13/3/2015,5º ano,Ouro Preto,18/08/2024 22:44:00,04/02/2025,Rematrícula,"0,00%",28.012
CL0961,10/02/2016,4º ano,Lagoa Santa,18/08/2024 22:46:00,27/01/2025,Rematrícula,"55,00%",12.051
CL0962,01/03/2016,4º ano,Lagoa Santa,18/8/2024 22:46:00,11/11/2024,Rematrícula,"45,00%",14.076
CL0964,20/5/2013,6º ano bilíngue,Carajás,18/8/2024 22:44:00,18/12/2024,Rematrícula,"100,00%",38.376
CL0969,2/10/2010,9º ano,Carajás,18/08/2024 22:45:00,07/01/2025,Rematrícula,"100,00%",23.427
CL0971,,9º ano,,18/08/2024 22:46:00,,Rematrícula,,
CL0973,11/02/2008,3ª série,Alípio de Melo,18/08/2024 22:45:00,07/01/2025,Rematrícula,"43,00%",20.125
CL0975,,5º ano,,18/08/2024 22:44:00,,Rematrícula,,
CL0979,27/11/2013,6º ano,Carajás,18/08/2024 22:44:00,03/12/2024,Rematrícula,"100,00%",23.427
CL0982,,1ª série,,18/08/2024 22:46:00,,Rematrícula,,
CL0985,01/02/2014,6º ano,Alípio de Melo,18/08/2024 22:47:00,05/12/2024,Rematrícula,"51,50%",14.914
CL0987,19/11/2010,9º ano,Mais Buritis,18/8/2024 22:44:00,30/12/2024,Rematrícula,"60,00%",15.164
CL0988,10/02/2018,2º ano,Carajás,18/08/2024 22:45:00,21/11/2024,Rematrícula,"100,00%",22.238
CL0989,,6º ano,,18/08/2024 22:45:00,,Rematrícula,,
CL0990,23/8/2007,3ª série,Ouro Preto Integral,18/08/2024 22:44:00,14/12/2024,Rematrícula,"50,00%",24.153
CL0995,10/08/2015,4º ano,Jaraguá,18/8/2024 22:45:00,25/09/2024,Rematrícula,"42,00%",14.795
CL0997,11/7/2016,3º ano bilíngue,Carajás,18/08/2024 22:45:00,19/12/2024,Rematrícula,"100,00%",32.408
CL10001,,1ª série,,18/08/2024 22:47,,Rematrícula,,
CL10002,19/3/2008,3ª série,Carajás,18/08/2024 22:45,13/01/2025,Rematrícula,"100,00%",24.615
CL10008,15/04/2018,2º ano,Santa Amélia,18/08/2024 22:45,28/09/2024,Rematrícula,"32,00%",17.858
CL10009,9/5/2016,4º ano bilíngue,Carajás,18/08/2024 22:45,27/11/2024,Rematrícula,"100,00%",32.408
CL10018,12/07/2017,2º ano,Carajás,18/08/2024 22:46,21/11/2024,Rematrícula,"100,00%",22.238
CL10025,,8º ano,,18/08/2024 22:45,,Rematrícula,,
CL10029,07/07/2016,3º ano,Santa Amélia,18/08/2024 22:46,10/10/2024,Rematrícula,"51,90%",12.701
CL10037,14/07/2016,3º ano,Jaraguá,18/08/2024 22:46,28/09/2024,Rematrícula,"40,00%",15.236
CL10038,21/06/2016,3º ano,Ouro Preto,18/08/2024 22:44,22/10/2024,Rematrícula,"42,90%",16.996
CL1004,26/1/2018,2º ano bilíngue,Carajás,18/08/2024 22:45:00,26/11/2024,Rematrícula,"100,00%",32.408
CL10044,27/05/2016,3º ano bilíngue,Mais Buritis,18/08/2024 22:46,31/10/2024,Rematrícula,"60,00%",21.954
CL10046,10/06/2020,Infantil 4 bilíngue,Carajás,18/08/2024 22:46,23/11/2024,Rematrícula,"100,00%",16.976
CL10047,10/06/2016,3º ano bilíngue,Mais Buritis,18/08/2024 22:46,04/01/2025,Rematrícula,"73,00%",15.547
CL10048,10/4/2019,Infantil 5 bilíngue,Mais Pampulha,18/08/2024 22:46,04/10/2024,Rematrícula,"65,00%",18.395
CL10052,08/10/2019,Infantil 5,Santa Amélia,18/08/2024 22:45,10/11/2024,Rematrícula,"32,00%",15.456
CL10056,,2º ano,,18/08/2024 22:44,,Rematrícula,,
CL10059,16/7/2019,Infantil 5 bilíngue,Carajás,18/08/2024 22:46,18/11/2024,Rematrícula,"100,00%",16.976
CL1006,05/01/2014,6º ano,Santa Amélia,18/8/2024 22:45:00,16/12/2024,Rematrícula,"60,00%",13.355
CL10062,15/07/2013,6º ano,Carlos Prates,18/08/2024 22:46,06/09/2024,Rematrícula,"50,00%",15.303
CL10063,24/07/2013,6º ano,Alípio de Melo,18/08/2024 22:45,02/10/2024,Rematrícula,"37,00%",18.669
CL10064,05/03/2013,7º ano,Ouro Preto,18/08/2024 22:47,01/10/2024,Rematrícula,"27,20%",24.693
CL1007,,9º ano,,18/8/2024 22:45:00,,Rematrícula,,
CL10074,22/3/2017,3º ano,Alípio de Melo,18/08/2024 22:44,02/12/2024,Rematrícula,"60,00%",10.224
CL10080,,Infantil 3,,18/08/2024 22:46,,Rematrícula,,
CL10085,25/3/2014,6º ano,Gutierrez,18/08/2024 22:44,14/11/2024,Rematrícula,"37,00%",21.418
CL10088,22/02/2020,Infantil 5,Lagoa Santa,18/08/2024 22:46,21/10/2024,Rematrícula,"40,00%",14.059
CL10091,24/8/2009,1ª série,Ouro Preto,18/08/2024 22:45,13/11/2024,Rematrícula,"40,00%",23.089
CL10093,5/5/2017,2º ano,Jaraguá,18/08/2024 22:45,18/12/2024,Rematrícula,"100,00%",0.0
CL10095,02/07/2013,6º ano,Alípio de Melo,18/08/2024 22:45,19/09/2024,Rematrícula,"45,00%",16.597
CL10097,12/07/2017,2º ano,Nova Suíça,18/08/2024 22:45,02/09/2024,Rematrícula,"42,00%",16.973
CL1010,11/02/2009,2ª série,Mais Cidade Nova,18/8/2024 22:45:00,09/10/2024,Rematrícula,"48,00%",23.922
CL10109,18/01/2015,5º ano,Alípio de Melo,18/08/2024 22:44,24/09/2024,Rematrícula,"41,00%",14.214
CL1011,09/01/2018,2º ano,Ouro Preto,18/08/2024 22:46:00,04/02/2025,Rematrícula,"66,40%",8.628
CL10110,28/6/2009,2ª série,Lagoa Santa,18/08/2024 22:46,02/01/2025,Rematrícula,"35,00%",20.785
CL10115,27/06/2019,Infantil 5 bilíngue,Mais Buritis,18/08/2024 22:45,02/10/2024,Rematrícula,"57,00%",21.731
CL10116,15/01/2018,2º ano bilíngue,Mais Belvedere,18/08/2024 22:44,27/09/2024,Rematrícula,"45,70%",27.393
CL10120,04/09/2017,2º ano,Santa Amélia,18/08/2024 22:44,04/11/2024,Rematrícula,"51,50%",13.341
CL10121,,5º ano,,18/08/2024 22:44,,Rematrícula,,
CL10127,,2º ano,,18/08/2024 22:46,,Rematrícula,,
CL10128,22/12/2014,5º ano,Gutierrez,18/08/2024 22:44,11/09/2024,Rematrícula,"37,00%",18.238
CL10130,22/05/2015,5º ano,Alípio de Melo,18/08/2024 22:45,08/09/2024,Rematrícula,"42,00%",14.795
CL10143,10/1/2011,9º ano,Mais Cidade Nova,18/08/2024 22:46,24/10/2024,Rematrícula,"48,00%",22.293
CL10146,,1º ano,,18/08/2024 22:45,,Rematrícula,,
CL10150,11/07/2015,4º ano,Nova Suíça,18/08/2024 22:47,20/12/2024,Rematrícula,"59,00%",11.752
CL10155,17/9/2009,1ª série,Ouro Preto,18/08/2024 22:47,07/11/2024,Rematrícula,"12,50%",31.672
CL10156,30/03/2018,2º ano,Santa Amélia,18/08/2024 22:46,29/10/2024,Rematrícula,"49,30%",13.851
CL10157,15/4/2011,9º ano,Conceição do Mato Dentro,18/08/2024 22:47,29/01/2025,Rematrícula,"21,60%",15.362
CL10158,15/12/2014,5º ano,Alípio de Melo,18/08/2024 22:45,04/10/2024,Rematrícula,"40,00%",15.236
CL10162,18/02/2011,9º ano,Lagoa Santa,18/08/2024 22:47,14/11/2024,Rematrícula,"50,00%",15.271
CL10166,11/3/2014,5º ano,Lagoa Santa,18/08/2024 22:44,27/09/2024,Rematrícula,"49,00%",13.388
CL10167,19/10/2017,2º ano,Santa Amélia,18/08/2024 22:46,06/11/2024,Rematrícula,"51,00%",13.457
CL1017,18/7/2011,8º ano,Nova Suíça,18/08/2024 22:44:00,30/11/2024,Rematrícula,"37,00%",21.201
CL10175,04/07/2023,8º ano,Carajás,18/08/2024 22:46,09/12/2024,Rematrícula,"100,00%",23.427
CL10177,11/09/2012,7º ano,Alípio de Melo,18/08/2024 22:46,11/10/2024,Rematrícula,"55,00%",14.008
CL10178,21/2/2008,2ª série,Ouro Preto,18/08/2024 22:46,30/01/2025,Rematrícula,"55,00%",16.405
CL1018,10/06/2010,1ª série,Jardim Canadá,18/8/2024 22:46:00,08/10/2024,Rematrícula,"48,50%",20.671
CL10185,28/02/2018,2º ano,Castelo Manacás,18/08/2024 22:45,12/09/2024,Rematrícula,"41,80%",14.839
CL10186,27/07/2016,3º ano bilíngue,Mais Cidade Nova,18/08/2024 22:45,14/10/2024,Rematrícula,"58,00%",23.379
CL10187,6/7/2012,7º ano,Jaraguá,18/08/2024 22:47,18/11/2024,Rematrícula,"40,00%",17.028
CL10189,25/11/2018,2º ano,Castelo,18/08/2024 22:46,07/10/2024,Rematrícula,"60,00%",10.184
CL1019,12/03/2019,1º ano bilíngue,Carajás,18/08/2024 22:46:00,21/11/2024,Rematrícula,"100,00%",32.408
CL10191,22/02/2014,6º ano,Santa Amélia,18/08/2024 22:46,23/10/2024,Rematrícula,"50,00%",16.075
CL10192,04/04/2019,Infantil 5,Carlos Prates,18/08/2024 22:47,05/09/2024,Rematrícula,"55,00%",10.845
CL10193,,9º ano,,18/08/2024 22:44,,Rematrícula,,
CL10194,08/02/2018,2º ano,Castelo Manacás,18/08/2024 22:46,23/01/2025,Rematrícula,"40,00%",14.434
CL10195,13/06/2019,Infantil 5,Gutierrez,18/08/2024 22:45,11/12/2024,Rematrícula,"33,00%",17.418
CL1020,4/12/2014,5º ano,Lagoa Santa,18/08/2024 22:45:00,10/12/2024,Rematrícula,"50,00%",12.962
CL1021,,2ª série,,18/8/2024 22:46:00,,Rematrícula,,
CL10221,24/2/2018,2º ano,Nova Suíça,18/08/2024 22:47,04/10/2024,Rematrícula,"45,00%",16.214
CL10223,13/05/2022,Infantil 2 bilíngue,Carajás,18/08/2024 22:46,23/11/2024,Rematrícula,"100,00%",15.966
CL10224,,4º ano bilíngue,,18/08/2024 22:46,,Rematrícula,,
CL10225,27/9/2017,2º ano,Carlos Prates,18/08/2024 22:46,11/10/2024,Rematrícula,"60,00%",9.823
CL1023,07/04/2014,6º ano,Gutierrez,19/12/2024 18:25:00,20/01/2025,Rematrícula,"25,00%",24.983
CL10242,9/7/2022,Infantil 3,Carlos Prates,18/08/2024 22:46,18/12/2024,Rematrícula,"62,70%",9.301
CL10244,4/6/2013,7º ano,Carlos Prates,18/08/2024 22:45,10/09/2024,Rematrícula,"47,00%",15.138
CL10250,03/05/2007,3ª série,Nova Suíça,08/10/2024 19:31,23/12/2024,Rematrícula,"26,30%",31.287
CL10255,27/08/2019,Infantil 5,Alípio de Melo,18/08/2024 22:47,01/12/2024,Rematrícula,"54,10%",11.015
CL10258,,1º ano,,18/08/2024 22:45,,Rematrícula,,
CL1026,,3º ano,,18/08/2024 22:44:00,,Rematrícula,,
CL10260,18/03/2020,Infantil 5,Carlos Prates,18/08/2024 22:46,29/09/2024,Rematrícula,"60,00%",9.296
CL10268,22/10/2018,1º ano,Carajás,18/08/2024 22:44,18/11/2024,Rematrícula,"100,00%",22.238
CL10269,1/2/2021,Infantil 4,Santa Amélia,18/08/2024 22:45,29/10/2024,Rematrícula,"100,00%",0.0
CL10270,16/03/2016,4º ano,Castelo,18/08/2024 22:47,01/11/2024,Rematrícula,"29,10%",16.938
CL10273,18/9/2012,7º ano,Gutierrez,18/08/2024 22:45,14/11/2024,Rematrícula,"40,00%",19.446
CL10274,,5º ano,,18/08/2024 22:44,,Rematrícula,,
CL10278,,1ª série,,18/08/2024 22:45,,Rematrícula,,
CL10281,31/10/2016,3º ano,Carlos Prates,18/08/2024 22:46,10/10/2024,Rematrícula,"45,00%",13.532
CL10282,15/3/2014,6º ano,Jaraguá,18/08/2024 22:45,04/02/2025,Rematrícula,"55,00%",14.19
CL10286,05/06/2020,Infantil 4 bilíngue,Carajás,18/08/2024 22:46,19/11/2024,Rematrícula,"100,00%",16.976
CL10289,16/07/2015,4º ano,Jaraguá,18/08/2024 22:47,05/09/2024,Rematrícula,"17,50%",20.198
CL10291,22/10/2017,2º ano,Conceição do Mato Dentro,18/08/2024 22:45,19/12/2024,Rematrícula,"42,10%",10.063
CL10292,19/04/2016,3º ano,Carlos Prates,18/08/2024 22:45,02/10/2024,Rematrícula,"43,60%",14.442
CL10297,30/08/2017,2º ano,Castelo,18/08/2024 22:44,30/08/2024,Rematrícula,"34,00%",16.559
CL10300,,Infantil 2 bilíngue,,18/08/2024 22:47,,Rematrícula,,
CL10312,18/2/2017,3º ano bilíngue,Mais Buritis,18/08/2024 22:45,25/11/2024,Rematrícula,"50,00%",26.883
CL10317,,4º ano,,18/08/2024 22:46,,Rematrícula,,
CL10326,28/10/2017,2º ano,Conceição do Mato Dentro,18/08/2024 22:46,24/11/2024,Rematrícula,"60,00%",7.374
CL10332,13/11/2013,6º ano,Jaraguá,18/08/2024 22:45,30/09/2024,Rematrícula,"64,00%",11.731
CL10333,27/01/2015,5º ano bilíngue,Mais Buritis,18/08/2024 22:45,07/11/2024,Rematrícula,"68,00%",18.011
CL10334,7/5/2015,5º ano,Castelo Manacás,18/08/2024 22:46,07/01/2025,Rematrícula,"46,00%",13.913
CL1034,24/11/2012,7º ano,Lagoa Santa,18/08/2024 22:44:00,10/12/2024,Rematrícula,"57,00%",13.566
CL10342,11/03/2016,4º ano,Lagoa Santa,18/08/2024 22:47,17/11/2024,Rematrícula,"60,00%",10.937
CL10354,26/5/2016,3º ano,Gutierrez,18/08/2024 22:44,11/11/2024,Rematrícula,"28,00%",18.982
CL10357,2/9/2014,5º ano,Castelo,18/08/2024 22:45,04/10/2024,Rematrícula,"50,00%",13.031
CL10362,6/3/2012,8º ano,Lagoa Santa,18/08/2024 22:47,26/09/2024,Rematrícula,"15,00%",24.504
CL10363,29/3/2014,6º ano,Carajás,18/08/2024 22:47,27/11/2024,Rematrícula,"100,00%",23.427
CL10364,26/11/2020,Infantil 4,Carlos Prates,18/08/2024 22:45,17/09/2024,Rematrícula,"58,00%",10.243
CL10368,,2ª série,,18/08/2024 22:46,,Rematrícula,,
CL10369,,4º ano,,18/08/2024 22:47,,Rematrícula,,
CL10370,09/08/2012,7º ano,Alípio de Melo,18/08/2024 22:46,08/01/2025,Rematrícula,"60,00%",11.771
CL10375,24/12/2016,3º ano,Santa Amélia,18/08/2024 22:46,26/12/2024,Rematrícula,"55,00%",12.53
CL10376,10/11/2016,3º ano bilíngue,Mais Belvedere,18/08/2024 22:46,13/12/2024,Rematrícula,"70,00%",17.262
CL10379,21/4/2013,7º ano,Jardim Canadá,18/08/2024 22:45,13/11/2024,Rematrícula,"46,00%",17.933
CL10385,14/12/2018,1º ano,Gutierrez,18/08/2024 22:45,14/10/2024,Rematrícula,"40,00%",17.479
CL10386,10/6/2017,2º ano,Carajás,18/08/2024 22:45,21/11/2024,Rematrícula,"100,00%",22.238
CL10391,3/3/2014,6º ano bilíngue,Mais Buritis,18/08/2024 22:45,25/10/2024,Rematrícula,"60,00%",24.589
CL10397,01/09/2017,2º ano bilíngue,Mais Cidade Nova,18/08/2024 22:46,02/10/2024,Rematrícula,"60,00%",24.419
CL10398,,2ª série,,18/08/2024 22:47,,Rematrícula,,
CL1040,27/7/2015,4º ano bilíngue,Carajás,18/08/2024 22:44:00,27/11/2024,Rematrícula,"100,00%",32.408
CL10409,05/03/2018,2º ano,Carajás,18/08/2024 22:45,26/11/2024,Rematrícula,"100,00%",22.238
CL10410,8/11/2023,Infantil 1,Carajás,18/08/2024 22:46,13/11/2024,Rematrícula,"100,00%",13.611
CL10412,,3º ano bilíngue,,18/08/2024 22:45,,Rematrícula,,
CL10414,29/10/2019,Infantil 5,Ouro Preto,18/08/2024 22:46,01/12/2024,Rematrícula,"42,00%",14.907
CL10415,29/12/2012,7º ano,Jardim Canadá,18/08/2024 22:47,16/11/2024,Rematrícula,"45,00%",19.041
CL10419,,2ª série,,18/08/2024 22:45,,Rematrícula,,
CL1042,24/10/2009,2ª série,Ouro Preto Integral,18/08/2024 22:47:00,02/10/2024,Rematrícula,"14,00%",34.335
CL10423,31/12/2018,1º ano,Conceição do Mato Dentro,18/08/2024 22:46,26/12/2024,Rematrícula,"100,00%",11.471
CL10425,13/01/2020,Infantil 5 bilíngue,Carajás,18/08/2024 22:45,14/11/2024,Rematrícula,"100,00%",16.976
CL1043,04/02/2019,1º ano,Carlos Prates,18/08/2024 22:44:00,03/10/2024,Rematrícula,"56,30%",11.04
CL10431,5/1/2016,4º ano,Alípio de Melo,18/08/2024 22:45,07/09/2024,Rematrícula,"55,00%",11.928
CL10432,08/02/2021,Infantil 4,Jardim Canadá,18/08/2024 22:46,28/01/2025,Rematrícula,"46,00%",14.442
CL10434,26/01/2022,Infantil 3,Jaraguá,18/08/2024 22:46,30/10/2024,Rematrícula,"100,00%",365.0
CL10441,,6º ano,,18/08/2024 22:46,,Rematrícula,,
CL10443,07/08/2013,6º ano,Alípio de Melo,18/08/2024 22:44,30/09/2024,Rematrícula,"48,50%",14.514
CL10444,08/09/2014,5º ano,Carajás,18/08/2024 22:44,09/12/2024,Rematrícula,"100,00%",22.238
CL10445,,2º ano,,18/08/2024 22:45,,Rematrícula,,
CL10447,16/06/2011,9º ano,Alípio de Melo,18/08/2024 22:46,23/09/2024,Rematrícula,"27,00%",21.259
CL10450,23/01/2019,1º ano bilíngue,Carajás,18/08/2024 22:46,21/11/2024,Rematrícula,"100,00%",32.408
CL10457,18/8/2008,2ª série,Gutierrez,18/08/2024 22:47,17/10/2024,Rematrícula,"0,00%",37.216
CL10461,,7º ano,,18/08/2024 22:44,,Rematrícula,,
CL10467,,8º ano,,18/08/2024 22:47,,Rematrícula,,
CL10468,2/8/2008,2ª série,Lagoa Santa,18/08/2024 22:47,10/12/2024,Rematrícula,"45,00%",18.432
CL1047,07/09/2007,3ª série,Alípio de Melo,18/08/2024 22:45:00,12/12/2024,Rematrícula,"50,00%",19.041
CL10470,06/08/2014,5º ano,Ouro Preto,18/08/2024 22:47,04/02/2025,Rematrícula,"100,00%",0.0
CL10471,08/12/2015,4º ano,Carlos Prates,18/08/2024 22:46,08/10/2024,Rematrícula,"47,00%",13.692
CL10474,1/10/2010,9º ano,Mais Pampulha,18/08/2024 22:45,21/10/2024,Rematrícula,"55,00%",19.903
CL10476,,Infantil 4,,18/08/2024 22:46,,Rematrícula,,
CL1048,13/10/2011,8º ano,Gutierrez,18/08/2024 22:44:00,05/11/2024,Rematrícula,"42,00%",19.932
CL10481,10/04/2007,3ª série,Carlos Prates,18/08/2024 22:47,08/10/2024,Rematrícula,"20,00%",28.707
CL10482,21/8/2009,1ª série,Mais Cidade Nova,18/08/2024 22:44,16/11/2024,Rematrícula,"100,00%",764.0
CL10483,27/5/2017,2º ano,Gutierrez,18/08/2024 22:44,14/10/2024,Rematrícula,"40,00%",16.559
CL10484,,6º ano,,18/08/2024 22:44,,Rematrícula,,
CL10487,29/9/2015,4º ano,Nova Suíça,18/08/2024 22:45,02/10/2024,Rematrícula,"35,00%",18.744
CL10488,19/09/2013,6º ano,Lagoa Santa,18/08/2024 22:46,27/01/2025,Rematrícula,"50,00%",15.389
CL10493,11/01/2008,3ª série,Alípio de Melo,18/08/2024 22:47,25/08/2024,Rematrícula,"39,70%",22.36
CL10494,02/11/2011,8º ano,Santa Amélia,18/08/2024 22:46,06/01/2025,Rematrícula,"55,00%",14.715
CL10495,30/08/2007,2ª série,Ouro Preto,18/08/2024 22:44,13/09/2024,Rematrícula,"30,00%",26.431
CL10497,12/05/2012,7º ano,Mais Pampulha,18/08/2024 22:45,09/12/2024,Rematrícula,"26,40%",31.484
CL1050,15/9/2014,5º ano,Lagoa Santa,18/08/2024 22:44:00,04/10/2024,Rematrícula,"59,00%",11.16
CL10503,9/4/2016,3º ano,Alípio de Melo,18/08/2024 22:45,09/10/2024,Rematrícula,"60,00%",10.826
CL10508,,9º ano,,18/08/2024 22:45,,Rematrícula,,
CL10509,22/11/2010,8º ano,Mais Belvedere,18/08/2024 22:46,28/11/2024,Rematrícula,"53,00%",19.972
CL10511,05/06/2011,9º ano,Mais Buritis,18/08/2024 22:46,19/09/2024,Rematrícula,"35,00%",24.232
CL10513,22/09/2015,4º ano,Castelo,18/08/2024 22:47,31/08/2024,Rematrícula,"32,00%",17.0
CL10515,21/12/2015,4º ano bilíngue,Carajás,18/08/2024 22:46,28/11/2024,Rematrícula,"100,00%",32.408
CL10519,03/03/2009,2ª série,Alípio de Melo,18/08/2024 22:44,04/10/2024,Rematrícula,"35,00%",21.09
CL1052,14/07/2014,5º ano bilíngue,Carajás,18/08/2024 22:45:00,18/12/2024,Rematrícula,"100,00%",32.408
CL10520,22/07/2012,7º ano,Ouro Preto,18/08/2024 22:46,02/01/2025,Rematrícula,"60,00%",12.062
CL10523,9/10/2011,8º ano bilíngue,Mais Buritis,18/08/2024 22:45,02/12/2024,Rematrícula,"49,00%",30.661
CL10526,,2ª série,,18/08/2024 22:47,,Rematrícula,,
CL1053,18/8/2014,5º ano,Lagoa Santa,18/08/2024 22:45:00,10/09/2024,Rematrícula,"40,00%",15.393
CL10533,,5º ano,,18/08/2024 22:45,,Rematrícula,,
CL10537,27/07/2015,4º ano,Castelo Manacás,18/08/2024 22:45,02/09/2024,Rematrícula,"55,60%",11.796
CL10539,10/04/2013,6º ano bilíngue,Carajás,18/08/2024 22:46,02/12/2024,Rematrícula,"100,00%",38.376
